STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	VIOL	PROPERTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
9999	1	4	1514	29	29	44221	43956	4	5	100	123	898	4	2	1	116	246	613	39	8
9999	1	4	1515	29	31	79004	79004	5	5	100	300	2099	5	17	61	217	323	1683	93	6
9999	1	4	1516	29	33	8921	8921	2	2	100	10	111	0	1	0	9	30	78	3	0
9999	1	4	1517	29	35	6247	6247	3	3	98.8048	37	86	0	5	1	31	34	50	2	0
9999	1	4	1518	29	37	99926	101932	15	18	99.9884	207	2452	4	31	36	136	380	1882	190	9
9999	1	4	1519	29	39	13904	13904	2	2	100	62	290	0	3	0	59	84	194	12	2
9999	1	4	1520	29	41	7483	7495	2	3	100	15	84	0	0	0	15	26	53	5	1
9999	1	4	1521	29	43	84193	84282	7	8	99.4667	153	1196	1	16	6	130	231	891	74	5
9999	1	4	1522	29	45	6728	6728	2	2	100	13	52	0	1	1	11	6	41	5	2
9999	1	4	1523	29	47	116005	116154	12	14	100	299	2474	3	42	48	206	443	1737	294	15
9999	1	4	1524	29	49	25522	25478	5	6	97.9963	94	354	0	15	4	75	78	246	30	7
9999	1	4	1525	29	51	76749	76749	4	5	100	227	1673	4	13	37	173	270	1327	76	4
9999	1	4	1526	29	53	17627	17627	3	3	100	15	313	0	0	2	13	79	212	22	2
9999	1	4	1527	29	55	22981	22981	5	5	100	37	442	0	3	0	34	135	267	40	1
9999	1	4	1528	29	57	7533	7533	3	3	100	30	93	0	0	0	30	41	49	3	2
9999	1	4	1529	29	59	16302	16302	3	3	100	40	300	0	4	2	34	72	199	29	0
9999	1	4	1530	29	61	8204	8204	2	2	98.2366	14	55	1	1	0	12	23	25	6	0
9999	1	4	1531	29	63	7708	7708	3	3	100	5	50	0	0	1	4	14	30	6	1
9999	1	4	1532	29	65	15547	15547	2	2	100	17	238	2	3	2	10	45	178	15	0
9999	1	4	1533	29	67	13300	13300	2	2	100	24	134	0	0	0	24	31	95	8	3
9999	1	4	1534	29	69	30645	30645	10	10	99.8689	163	970	7	15	28	113	273	651	46	3
9999	1	4	1535	29	71	105044	105044	8	10	100	219	2652	3	13	15	188	416	2086	150	5
9999	1	4	1536	29	73	14763	14763	6	6	96.2451	30	197	1	3	0	25	52	130	16	1
9999	1	4	1537	29	75	6673	6673	2	2	100	6	37	0	0	0	6	9	23	5	0
9999	1	4	1538	29	77	290035	290254	11	13	100	2391	16344	10	332	441	1608	2622	11878	1844	78
9999	1	4	1539	29	79	10048	10048	2	2	100	9	152	0	2	2	5	36	109	7	1
9999	1	4	1540	29	81	8537	8537	2	2	100	4	154	0	1	0	3	49	94	11	1
9999	1	4	1541	29	83	21604	21192	3	2	100	80	586	1	3	6	70	157	389	40	3
9999	1	4	1542	29	85	9105	9105	1	1	100	0	90	0	0	0	0	43	45	2	0
9999	1	4	1543	29	87	4399	4399	3	3	100	5	67	0	0	0	5	27	34	6	1
9999	1	4	1544	29	89	10159	10159	4	5	100	15	128	0	2	3	10	30	87	11	3
9999	1	4	1545	29	91	39968	39968	4	4	100	123	901	2	13	14	94	173	659	69	0
9999	1	4	1546	29	93	10017	10017	6	6	100	19	120	1	2	1	15	45	70	5	3
9999	1	4	1547	29	95	860209	858203	19	23	100	9197	33898	146	561	2220	6270	6826	21521	5551	224
9999	1	4	1548	29	97	125720	118603	12	12	99.1817	499	5162	6	73	78	342	799	3934	429	26
9999	1	4	1549	29	99	224805	224805	11	11	100	372	3996	6	30	36	300	593	3025	378	19
9999	1	4	1550	29	101	54122	54122	6	6	99.3943	116	1118	1	28	10	77	213	844	61	3
9999	1	4	1551	29	103	3862	3862	2	2	100	0	20	0	0	0	0	9	11	0	0
9999	1	4	1552	29	105	35252	35252	3	3	100	115	730	0	11	1	103	176	494	60	6
9999	1	4	1553	29	107	32282	31960	11	10	99.1458	37	336	0	4	2	31	75	235	26	2
9999	1	4	1554	29	109	34909	34909	7	7	100	148	757	3	14	7	124	191	536	30	3
9999	1	4	1555	29	111	10194	10194	3	3	100	17	85	0	1	0	16	23	58	4	1
9999	1	4	1556	29	113	55022	55022	8	8	100	192	577	0	6	8	178	120	402	55	4
9999	1	4	1557	29	115	12217	12205	4	4	100	30	169	0	3	1	26	48	105	16	4
9999	1	4	1558	29	117	14986	14986	2	2	100	40	195	0	4	2	34	48	136	11	0
9999	1	4	1559	29	119	22526	22526	7	7	100	124	490	0	3	4	117	99	330	61	2
9999	1	4	1560	29	121	15262	15262	3	3	99.2738	31	216	1	1	1	28	50	154	12	6
9999	1	4	1561	29	123	12434	12434	2	2	100	32	131	0	5	1	26	26	99	6	1
9999	1	4	1562	29	125	9110	9110	3	4	100	13	76	0	0	0	13	22	47	7	0
9999	1	4	1563	29	127	28667	28352	3	3	100	82	936	1	15	9	57	116	780	40	13
9999	1	4	1564	29	129	3673	3673	1	1	100	0	30	0	0	0	0	16	8	6	0
9999	1	4	1565	29	131	25005	25294	4	6	100	92	437	1	4	5	82	88	321	28	3
9999	1	4	1566	29	133	13958	13958	4	4	96.539	61	261	1	3	4	52	64	184	13	0
9999	1	4	1567	29	135	16009	16009	3	3	87.6148	34	122	0	0	4	30	52	59	12	0
9999	1	4	1568	29	137	9063	9063	2	4	100	14	87	0	0	1	13	41	41	5	1
9999	1	4	1569	29	139	11583	11583	6	6	100	34	167	0	1	2	31	58	101	8	1
9999	1	4	1570	29	141	20088	20064	4	4	100	53	296	0	8	1	44	101	168	27	1
9999	1	4	1571	29	143	16334	16334	11	11	93.3355	29	139	1	3	2	22	50	79	11	4
9999	1	4	1572	29	145	51508	58625	6	7	100	200	2023	1	22	22	155	351	1486	186	26
9999	1	4	1573	29	147	22666	22666	3	3	100	45	235	0	13	2	30	61	164	10	0
9999	1	4	1574	29	149	10942	10942	3	3	91.985	18	111	0	1	2	15	27	77	8	1
9999	1	4	1575	29	151	13356	13356	2	2	100	5	59	0	1	0	4	26	27	6	0
9999	1	4	1576	29	153	9333	9333	1	1	100	15	79	0	0	2	13	23	50	6	4
9999	1	4	1577	29	155	17309	17309	6	6	100	159	614	1	6	19	133	182	392	40	8
9999	1	4	1578	29	157	19197	19197	2	2	100	77	220	1	6	1	69	40	162	18	0
9999	1	4	1579	29	159	42191	42191	3	3	99.9026	148	1293	1	6	12	129	230	997	66	6
9999	1	4	1580	29	161	44625	44625	7	7	100	115	1107	0	17	8	90	195	862	50	7
9999	1	4	1581	29	163	18294	18294	3	3	97.5402	18	191	0	2	2	14	51	131	9	3
9999	1	4	1582	29	165	50326	50326	16	16	98.9563	74	772	4	20	7	43	125	551	96	2
9999	1	4	1583	29	167	31196	31196	5	5	100	130	1000	0	17	7	106	227	701	72	5
9999	1	4	1584	29	169	53469	53469	6	8	100	128	813	1	8	9	110	176	599	38	4
9999	1	4	1585	29	171	4829	4829	2	2	62.601	6	62	0	1	1	4	11	45	6	1
9999	1	4	1586	29	173	9836	10151	4	5	100	24	115	0	0	0	24	26	75	14	0
9999	1	4	1587	29	175	25001	25001	3	3	100	19	484	1	4	2	12	110	345	29	5
9999	1	4	1588	29	177	22643	22494	10	10	100	152	408	0	6	2	144	119	271	18	3
9999	1	4	1589	29	179	6375	6375	2	2	95.0065	11	49	2	1	0	8	13	27	10	2
9999	1	4	1590	29	181	13723	13723	2	2	100	58	350	0	4	4	50	98	233	19	1
9999	1	4	1591	29	183	390224	390224	11	12	100	503	5638	8	84	79	332	603	4715	320	33
9999	1	4	1592	29	185	9353	8733	4	3	94.8233	28	162	1	4	2	22	70	81	11	5
9999	1	4	1593	29	186	17854	17854	3	3	99.0338	43	187	0	9	1	33	40	128	19	1
9999	1	4	1594	29	187	66620	66620	11	11	98.5227	205	1579	4	9	8	184	252	1198	128	7
9999	1	4	1595	29	189	1001708	1001708	67	66	99.8492	3819	24565	65	322	970	2462	4276	18136	2152	123
9999	1	4	1596	29	195	23322	23322	6	8	99.5748	52	470	2	1	2	47	104	356	10	3
9999	1	4	1597	29	197	4428	4428	2	2	100	7	29	0	4	0	3	4	25	0	0
9999	1	4	1598	29	199	4849	4849	3	3	98.6767	9	45	0	3	0	6	13	26	6	1
9999	1	4	1599	29	201	40610	40610	6	7	100	323	1073	3	7	16	297	256	771	46	6
9999	1	4	1600	29	203	8138	8209	3	4	100	34	72	0	5	3	26	8	53	11	1
9999	1	4	1601	29	205	6071	6071	2	2	100	6	35	0	4	0	2	9	24	2	0
9999	1	4	1602	29	207	29786	29786	7	7	99.8721	39	450	0	0	2	37	106	325	18	3
9999	1	4	1603	29	209	30680	30680	6	6	100	147	528	0	3	1	143	133	369	26	1
9999	1	4	1604	29	211	6273	6273	2	2	100	13	63	0	3	0	10	28	26	9	0
9999	1	4	1605	29	213	55061	55061	6	6	100	209	1937	2	19	26	162	267	1521	149	4
9999	1	4	1606	29	215	25467	25396	5	5	100	35	406	3	3	1	28	106	279	21	2
9999	1	4	1607	29	217	20736	20736	2	2	100	127	855	1	12	5	109	222	592	41	4
9999	1	4	1608	29	219	33382	33382	5	5	100	141	600	0	22	6	113	103	458	39	5
9999	1	4	1609	29	221	24675	24675	2	2	100	111	491	0	14	4	93	135	319	37	5
9999	1	4	1610	29	223	13364	13364	3	3	98.7803	22	271	2	5	0	15	91	140	40	1
9999	1	4	1611	29	225	37983	37675	6	6	100	61	651	1	7	5	48	138	478	35	0
9999	1	4	1612	29	227	2035	2035	1	1	100	1	8	0	0	0	1	1	7	0	0
9999	1	4	1613	29	229	18315	18315	4	5	100	52	308	0	1	0	51	71	212	25	0
9999	1	4	1614	29	510	314507	314507	17	17	100	6103	18923	193	294	1907	3709	3215	12581	3127	506
9999	1	4	1615	30	1	9318	9318	2	2	100	6	50	0	1	0	5	9	38	3	0
9999	1	4	1616	30	3	13319	13319	1	1	100	71	411	2	3	0	66	13	332	66	1
9999	1	4	1617	30	5	6599	6599	2	2	100	11	10	0	1	0	10	1	9	0	0
9999	1	4	1618	30	7	5706	5706	1	1	100	28	37	0	0	0	28	10	22	5	0
9999	1	4	1619	30	9	10485	10485	4	4	95.7558	27	122	3	1	0	23	29	84	9	1
9999	1	4	1620	30	11	1186	1186	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1621	30	13	82482	82482	2	2	100	193	3156	4	24	16	149	408	2510	238	11
9999	1	4	1622	30	15	5762	5762	2	2	25.3211	14	83	0	3	0	11	15	60	7	0
9999	1	4	1623	30	17	12234	12234	2	2	100	28	209	0	5	2	21	25	171	13	2
9999	1	4	1624	30	19	1764	1764	1	1	91.6667	0	2	0	0	0	0	0	1	1	0
9999	1	4	1625	30	21	9775	9775	2	2	100	28	174	0	1	0	27	53	106	15	2
9999	1	4	1626	30	23	9114	9114	1	1	100	37	337	1	2	1	33	85	217	35	0
9999	1	4	1627	30	25	3256	3256	2	2	96.9467	5	15	0	0	0	5	3	10	2	0
9999	1	4	1628	30	27	11402	11402	2	2	100	73	132	0	16	1	56	29	99	4	2
9999	1	4	1629	30	29	97327	97327	4	4	100	306	2986	2	52	15	237	365	2386	235	11
9999	1	4	1630	30	31	103192	103192	6	6	100	268	2126	3	87	9	169	219	1779	128	21
9999	1	4	1631	30	33	1343	1343	1	1	100	1	8	0	0	0	1	2	5	1	0
9999	1	4	1632	30	35	13700	13700	2	2	100	39	124	0	2	2	35	14	96	14	1
9999	1	4	1633	30	37	817	817	1	1	100	2	6	0	0	0	2	3	2	1	0
9999	1	4	1634	30	39	3277	3277	1	1	100	5	59	0	1	0	4	11	43	5	0
9999	1	4	1635	30	41	16670	16670	2	2	100	90	530	0	17	1	72	77	416	37	4
9999	1	4	1636	30	43	11704	11704	2	2	100	41	138	0	0	0	41	20	106	12	1
9999	1	4	1637	30	45	1901	1901	1	1	100	2	12	0	0	0	2	3	7	2	0
9999	1	4	1638	30	47	29614	29614	4	4	100	134	756	2	16	10	106	169	519	68	13
9999	1	4	1639	30	49	67039	67039	4	3	100	317	1669	4	79	23	211	265	1270	134	19
9999	1	4	1640	30	51	2421	2421	1	1	100	8	0	1	0	0	7	0	0	0	0
9999	1	4	1641	30	53	18940	18940	4	4	100	40	288	1	4	0	35	40	232	16	1
9999	1	4	1642	30	55	1673	1673	1	1	100	2	11	0	0	0	2	3	4	4	0
9999	1	4	1643	30	57	7967	7967	2	2	91.5746	8	43	0	0	0	8	12	29	2	1
9999	1	4	1644	30	59	1820	1820	1	1	100	2	13	0	0	0	2	1	10	2	0
9999	1	4	1645	30	61	4261	4261	1	1	100	4	0	0	0	0	4	0	0	0	0
9999	1	4	1646	30	63	115226	115226	3	3	100	478	4099	0	82	64	332	505	3367	227	19
9999	1	4	1647	30	65	4593	4593	1	1	100	31	90	1	1	1	28	14	66	10	2
9999	1	4	1648	30	67	16060	16060	2	2	100	34	340	0	6	1	27	29	288	23	1
9999	1	4	1649	30	69	472	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	4	1650	30	71	4155	4155	1	1	100	11	39	0	1	0	10	5	31	3	0
9999	1	4	1651	30	73	6192	6192	2	2	100	7	42	0	2	1	4	0	37	5	0
9999	1	4	1652	30	75	1783	1783	1	1	100	0	9	0	0	0	0	0	8	1	0
9999	1	4	1653	30	77	6809	6809	2	2	100	26	139	0	3	0	23	20	109	10	0
9999	1	4	1654	30	79	1156	1156	1	1	100	3	12	0	0	0	3	1	6	5	0
9999	1	4	1655	30	81	41610	41610	3	3	100	89	464	0	10	2	77	67	383	14	4
9999	1	4	1656	30	83	12468	12468	2	2	100	47	227	0	7	0	40	45	153	29	4
9999	1	4	1657	30	85	11703	11703	2	2	100	74	114	2	2	2	68	21	82	11	2
9999	1	4	1658	30	87	9434	9434	2	2	100	8	42	0	1	1	6	7	29	6	0
9999	1	4	1659	30	89	11331	11331	4	4	100	27	125	0	7	1	19	21	97	7	2
9999	1	4	1660	30	91	3756	3756	1	1	100	6	59	0	0	0	6	5	54	0	1
9999	1	4	1661	30	93	34724	34724	1	1	100	98	1759	0	10	3	85	213	1387	159	1
9999	1	4	1662	30	95	9568	9568	2	2	100	26	65	0	8	0	18	18	39	8	1
9999	1	4	1663	30	97	3638	3638	1	1	100	5	12	3	0	0	2	0	10	2	0
9999	1	4	1664	30	99	6113	6113	1	1	100	19	50	0	2	1	16	23	22	5	0
9999	1	4	1665	30	101	5041	5041	1	1	100	22	72	0	3	0	19	10	58	4	1
9999	1	4	1666	30	103	693	693	1	1	100	0	1	0	0	0	0	0	0	1	0
9999	1	4	1667	30	105	7723	7723	2	2	100	15	49	1	3	0	11	12	34	3	0
9999	1	4	1668	30	107	2102	2102	1	1	100	10	6	0	1	0	9	1	4	1	0
9999	1	4	1669	30	109	1159	1159	1	1	100	0	2	0	0	0	0	0	2	0	0
9999	1	4	1670	30	111	158943	158943	3	3	100	617	6045	0	80	92	445	884	4256	905	35
9999	1	4	1671	30	113	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1672	30	777	0	0	7	6	100	443	783	7	54	19	363	180	339	264	16
9999	1	4	1673	31	1	31587	31587	3	3	100	67	1037	0	22	9	36	195	786	56	7
9999	1	4	1674	31	3	6043	6354	3	4	100	9	26	0	2	0	7	2	23	1	0
9999	1	4	1675	31	5	454	454	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1676	31	7	807	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1677	31	9	490	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1678	31	11	5271	3694	3	2	0	0	0	0	0	0	0	0	0	0	0
9999	1	4	1679	31	13	11331	11331	3	3	100	23	117	0	6	1	16	38	69	10	0
9999	1	4	1680	31	15	1984	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1681	31	17	2902	2902	2	2	100	0	25	0	0	0	0	11	12	2	0
9999	1	4	1682	31	19	49342	49342	4	4	100	90	883	0	30	7	53	133	706	44	4
9999	1	4	1683	31	21	6524	5716	4	3	100	4	33	0	1	0	3	8	25	0	0
9999	1	4	1684	31	23	8052	8052	2	2	100	5	14	0	2	0	3	4	9	1	0
9999	1	4	1685	31	25	25522	25522	3	3	100	28	311	0	9	1	18	50	239	22	1
9999	1	4	1686	31	27	8501	8501	3	3	100	3	24	0	1	0	2	0	21	3	0
9999	1	4	1687	31	29	3949	3949	3	3	100	2	15	0	0	0	2	2	10	3	0
9999	1	4	1688	31	31	5868	5868	3	3	100	18	53	0	3	1	14	10	37	6	0
9999	1	4	1689	31	33	10191	10191	3	3	100	21	149	0	2	1	18	24	120	5	0
9999	1	4	1690	31	35	6253	4825	3	2	100	6	17	0	0	0	6	11	2	4	0
9999	1	4	1691	31	37	10501	4341	3	2	100	5	26	0	4	1	0	1	21	4	0
9999	1	4	1692	31	39	9105	9105	3	3	100	2	15	0	0	0	2	5	8	2	0
9999	1	4	1693	31	41	10767	10767	3	3	100	15	128	0	4	0	11	29	88	11	0
9999	1	4	1694	31	43	20372	20372	3	3	100	62	570	1	6	4	51	46	478	46	0
9999	1	4	1695	31	45	9017	9017	3	3	100	13	138	0	3	0	10	17	114	7	1
9999	1	4	1696	31	47	23760	23760	5	5	98.7714	38	348	1	5	4	28	48	279	21	0
9999	1	4	1697	31	49	1915	1915	2	2	83.3333	0	6	0	0	0	0	2	4	0	0
9999	1	4	1698	31	51	6188	5374	3	2	100	3	47	0	2	0	1	12	30	5	1
9999	1	4	1699	31	53	36659	36659	4	4	100	76	702	0	30	7	39	114	550	38	11
9999	1	4	1700	31	55	555699	554613	8	7	100	2718	17803	31	267	624	1796	2370	12191	3242	66
9999	1	4	1701	31	57	1757	1757	2	2	33.3333	0	15	0	0	0	0	0	15	0	0
9999	1	4	1702	31	59	5560	5560	2	2	100	1	15	0	0	0	1	6	7	2	0
9999	1	4	1703	31	61	2933	2933	2	2	100	2	7	0	0	0	2	3	2	2	0
9999	1	4	1704	31	63	2595	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1705	31	65	4836	4836	2	2	100	3	61	0	0	0	3	19	40	2	0
9999	1	4	1706	31	67	21789	20383	4	3	100	77	446	0	28	3	46	129	300	17	1
9999	1	4	1707	31	69	1884	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1708	31	71	2023	2023	2	2	100	1	1	0	0	1	0	0	1	0	0
9999	1	4	1709	31	73	1957	1957	2	2	100	2	11	0	0	0	2	4	6	1	0
9999	1	4	1710	31	75	646	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1711	31	77	2403	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1712	31	79	62172	62172	3	3	100	207	1771	1	35	20	151	279	1391	101	7
9999	1	4	1713	31	81	9190	9190	3	3	100	24	81	0	4	0	20	22	46	13	0
9999	1	4	1714	31	83	3454	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1715	31	85	926	926	2	2	100	3	4	0	1	0	2	0	4	0	0
9999	1	4	1716	31	87	2875	2875	2	2	100	5	20	1	3	0	1	8	11	1	1
9999	1	4	1717	31	89	10270	10270	3	3	100	6	25	1	1	0	4	3	18	4	2
9999	1	4	1718	31	91	731	731	2	2	100	0	2	0	0	0	0	0	2	0	0
9999	1	4	1719	31	93	6428	0	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1720	31	95	7203	3718	3	2	100	29	118	0	2	0	27	19	94	5	0
9999	1	4	1721	31	97	5156	5156	2	2	66.6667	0	17	0	0	0	0	9	8	0	0
9999	1	4	1722	31	99	6595	6595	3	3	100	4	101	0	0	0	4	22	73	6	1
9999	1	4	1723	31	101	7991	7991	3	3	100	13	211	0	3	1	9	34	168	9	0
9999	1	4	1724	31	103	800	800	2	2	100	0	1	0	0	0	0	0	0	1	0
9999	1	4	1725	31	105	3658	3658	3	3	100	4	15	0	0	0	4	3	10	2	0
9999	1	4	1726	31	107	8504	8504	2	2	100	2	26	0	0	0	2	5	13	8	0
9999	1	4	1727	31	109	310207	310207	4	4	100	1044	9120	10	240	192	602	1326	7424	370	61
9999	1	4	1728	31	111	35480	35480	3	3	100	103	981	0	16	4	83	169	758	54	10
9999	1	4	1729	31	113	778	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1730	31	115	576	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1731	31	117	463	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1732	31	119	35316	35005	5	5	100	50	623	0	16	8	26	89	506	28	6
9999	1	4	1733	31	121	7762	7762	3	3	100	5	42	0	2	0	3	8	30	4	0
9999	1	4	1734	31	123	4810	4810	3	3	100	4	57	0	2	0	2	9	44	4	0
9999	1	4	1735	31	125	3562	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1736	31	127	6996	6996	2	2	100	10	61	0	2	0	8	17	40	4	0
9999	1	4	1737	31	129	4287	1869	3	2	100	2	32	0	0	0	2	6	25	1	0
9999	1	4	1738	31	131	16003	16003	3	3	100	12	339	0	4	2	6	170	155	14	0
9999	1	4	1739	31	133	2633	2633	2	2	100	1	44	0	0	0	1	10	33	1	0
9999	1	4	1740	31	135	2932	2932	2	2	100	0	21	0	0	0	0	7	10	4	0
9999	1	4	1741	31	137	9303	9303	3	3	100	10	154	0	3	2	5	16	128	10	0
9999	1	4	1742	31	139	7188	5443	4	3	100	4	16	0	0	0	4	5	10	1	0
9999	1	4	1743	31	141	32906	32906	3	3	100	40	584	1	14	0	25	65	479	40	1
9999	1	4	1744	31	143	5158	5158	2	2	91.6667	1	36	0	0	0	1	5	28	2	0
9999	1	4	1745	31	145	10768	10768	3	3	100	13	227	0	5	0	8	47	166	14	0
9999	1	4	1746	31	147	8029	8029	3	3	100	3	60	0	1	0	2	20	39	1	0
9999	1	4	1747	31	149	1355	1355	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1748	31	151	14272	14272	4	4	100	52	194	0	14	0	38	30	150	14	4
9999	1	4	1749	31	153	178786	178786	6	5	100	177	2446	0	60	33	84	234	1948	264	8
9999	1	4	1750	31	155	21014	21014	4	4	100	15	138	0	5	2	8	47	74	17	2
9999	1	4	1751	31	157	36044	35248	6	5	100	87	925	2	10	9	66	200	685	40	5
9999	1	4	1752	31	159	17146	15036	4	3	100	9	84	0	4	0	5	19	55	10	1
9999	1	4	1753	31	161	5166	3650	3	2	100	14	34	0	1	1	12	7	22	5	0
9999	1	4	1754	31	163	3075	3075	2	2	100	1	14	0	0	0	1	3	9	2	0
9999	1	4	1755	31	165	1248	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1756	31	167	5890	5890	2	2	100	6	41	0	4	0	2	5	36	0	1
9999	1	4	1757	31	169	5144	5144	2	2	100	1	55	0	0	0	1	2	51	2	1
9999	1	4	1758	31	171	690	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	1759	31	173	6964	6188	3	2	100	6	17	0	0	1	5	3	8	6	1
9999	1	4	1760	31	175	4127	4127	3	3	87.4243	4	33	0	0	0	4	9	21	3	0
9999	1	4	1761	31	177	20211	20211	3	3	100	14	162	0	5	1	8	22	128	12	0
9999	1	4	1762	31	179	9305	3756	3	2	91.6667	3	8	0	1	0	2	3	3	1	0
9999	1	4	1763	31	181	3582	3582	2	2	100	2	11	0	0	0	2	2	5	4	0
9999	1	4	1764	31	183	735	735	2	2	100	3	0	0	0	0	3	0	0	0	0
9999	1	4	1765	31	185	13815	13815	3	3	100	3	263	0	2	0	1	27	221	15	0
9999	1	4	1766	31	777	0	0	3	3	100	82	36	0	9	0	73	11	10	15	2
9999	1	4	1767	32	1	24163	24163	2	2	100	45	415	0	5	2	38	76	316	23	2
9999	1	4	1768	32	3	2155946	2155946	13	11	100	16614	58708	194	1420	5781	9219	15517	32325	10865	298
9999	1	4	1769	32	5	48010	48010	1	1	100	67	795	0	11	2	54	117	633	45	3
9999	1	4	1770	32	7	52712	52712	4	4	100	186	904	4	41	14	127	258	554	92	5
9999	1	4	1771	32	9	842	842	1	1	100	1	5	0	0	0	1	1	4	0	0
9999	1	4	1772	32	11	2028	2028	1	1	100	6	37	0	0	1	5	18	17	2	0
9999	1	4	1773	32	13	17165	17165	3	3	100	57	218	0	10	2	45	64	139	15	2
9999	1	4	1774	32	15	5948	5948	1	1	100	40	112	3	12	1	24	57	45	10	1
9999	1	4	1775	32	17	4991	4991	1	1	100	3	37	0	1	0	2	9	27	1	2
9999	1	4	1776	32	19	52869	52869	2	2	100	139	585	3	15	8	113	139	381	65	7
9999	1	4	1777	32	21	4437	4437	1	1	100	6	21	0	1	0	5	12	1	8	0
9999	1	4	1778	32	23	42351	42351	1	1	100	80	915	0	13	12	55	338	465	112	1
9999	1	4	1779	32	27	6635	6635	2	2	100	54	97	2	4	1	47	43	51	3	0
9999	1	4	1780	32	29	3999	3999	1	1	100	43	73	1	1	0	41	21	46	6	1
9999	1	4	1781	32	31	453559	453559	7	7	100	2289	11433	13	189	490	1597	1873	7772	1787	31
9999	1	4	1782	32	33	9798	9798	1	1	100	13	82	0	1	3	9	25	42	15	3
9999	1	4	1783	32	510	54605	54605	2	2	100	157	995	1	3	20	133	211	698	86	6
9999	1	4	1784	32	777	0	0	16	14	100	124	490	7	2	1	114	37	432	22	0
9999	1	4	1785	33	1	60807	60807	15	12	100	151	1477	1	35	22	93	182	1244	51	8
9999	1	4	1786	33	3	47227	44383	17	14	100	72	780	2	18	7	45	163	583	34	3
9999	1	4	1787	33	5	75781	61267	17	12	100	111	1092	1	27	17	66	183	878	31	8
9999	1	4	1788	33	7	30901	28701	12	8	100	50	432	1	16	5	28	118	293	21	6
9999	1	4	1789	33	9	89453	82809	28	22	100	146	1396	2	53	10	81	192	1162	42	18
9999	1	4	1790	33	11	408233	402898	31	25	100	1105	6185	5	168	249	683	846	5051	288	53
9999	1	4	1791	33	13	148459	132278	27	21	100	222	1762	1	61	24	136	334	1333	95	17
9999	1	4	1792	33	15	303389	302412	41	38	99.9335	350	3419	3	91	49	207	406	2837	176	37
9999	1	4	1793	33	17	127689	127689	17	15	100	285	2381	2	93	31	159	336	1954	91	17
9999	1	4	1794	33	19	42856	37096	14	9	100	70	504	0	12	6	52	83	405	16	6
9999	1	4	1795	34	1	272735	272735	22	21	100	984	6879	21	64	400	499	1336	5287	256	20
9999	1	4	1796	34	3	940214	940214	76	74	100	811	9158	10	64	271	467	1114	7601	443	16
9999	1	4	1797	34	5	448166	448166	36	35	100	705	6582	20	112	229	344	1342	4942	297	30
9999	1	4	1798	34	7	507827	507827	43	41	100	2358	12334	57	149	727	1425	2591	8815	928	129
9999	1	4	1799	34	9	93755	93755	17	16	100	218	2834	0	25	54	138	532	2253	49	8
9999	1	4	1800	34	11	154814	154814	7	6	100	806	5651	11	64	335	396	1335	4133	183	18
9999	1	4	1801	34	13	796008	796008	31	29	100	4485	15046	124	195	2278	1888	2628	9012	3405	77
9999	1	4	1802	34	15	290571	290571	29	28	100	340	5427	6	21	161	152	1202	4022	203	16
9999	1	4	1803	34	17	679390	679390	18	16	100	2196	10436	30	135	866	1165	1657	7708	1071	53
9999	1	4	1804	34	19	124492	124492	19	18	100	50	704	0	11	7	31	169	513	22	3
9999	1	4	1805	34	21	370221	370221	19	17	100	1492	6600	26	107	588	771	1590	4469	541	30
9999	1	4	1806	34	23	842706	842706	32	30	100	1188	10626	9	104	471	604	1725	8293	607	46
9999	1	4	1807	34	25	625167	625167	54	53	100	977	8625	7	57	357	555	1252	7178	194	18
9999	1	4	1808	34	27	498348	498348	43	42	100	327	4063	0	43	113	171	704	3178	180	5
9999	1	4	1809	34	29	587993	587993	37	35	100	575	7138	4	55	159	357	1223	5739	176	31
