STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	VIOL	PROPERTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
9999	1	4	696	17	183	78439	77167	18	17	100	628	2721	7	63	98	460	913	1712	96	15
9999	1	4	697	17	185	11415	11415	2	2	100	15	199	0	0	2	13	32	163	4	1
9999	1	4	698	17	187	17726	17406	3	3	100	44	268	0	10	3	31	66	189	13	3
9999	1	4	699	17	189	14000	13373	4	4	100	33	130	0	1	0	32	27	94	9	0
9999	1	4	700	17	191	16279	5019	3	1	100	21	109	0	1	3	17	29	78	2	1
9999	1	4	701	17	193	14911	8525	7	3	100	30	183	0	0	1	29	60	115	8	1
9999	1	4	702	17	195	56523	55148	12	8	100	114	863	0	22	9	83	185	654	24	4
9999	1	4	703	17	197	633877	678801	32	36	99.7227	1112	8357	20	159	253	680	1374	6559	424	111
9999	1	4	704	17	199	67325	63856	9	7	78.9562	159	1402	0	20	13	126	357	984	61	7
9999	1	4	705	17	201	286033	280596	17	11	100	2846	8216	31	204	598	2012	1992	5655	569	102
9999	1	4	706	17	203	39409	32300	8	5	100	23	240	1	6	0	15	43	184	12	4
9999	1	4	707	18	1	35013	13574	4	3	100	7	188	0	4	1	2	31	148	9	0
9999	1	4	708	18	3	370245	370245	4	4	100	1237	10159	48	119	445	625	1970	7722	467	72
9999	1	4	709	18	5	81492	81884	3	4	100	67	2511	0	21	20	26	326	2010	175	6
9999	1	4	710	18	7	8628	0	3	1	100	2	2	0	2	0	0	0	2	0	0
9999	1	4	711	18	9	12045	12045	3	3	100	7	111	0	1	5	1	21	88	2	0
9999	1	4	712	18	11	64597	33727	5	3	100	63	243	2	2	3	56	24	207	12	0
9999	1	4	713	18	13	14902	14902	2	2	100	46	238	0	2	1	43	39	174	25	1
9999	1	4	714	18	15	19750	2850	3	2	25	10	78	0	5	0	5	16	62	0	0
9999	1	4	715	18	17	37705	37705	3	3	46.9407	40	824	2	11	2	26	123	642	59	5
9999	1	4	716	18	19	116118	116118	6	6	100	371	3434	0	21	51	299	496	2588	350	5
9999	1	4	717	18	21	26379	0	3	1	100	3	8	0	0	0	3	2	6	0	0
9999	1	4	718	18	23	32425	32425	3	3	100	33	737	3	11	14	5	138	557	41	1
9999	1	4	719	18	25	10415	10415	2	2	100	25	119	1	2	0	22	95	7	17	0
9999	1	4	720	18	27	33075	33075	3	3	96.9284	49	592	0	10	0	39	106	437	49	4
9999	1	4	721	18	29	49225	8634	5	3	100	21	309	1	1	6	13	40	254	15	0
9999	1	4	722	18	31	26615	0	3	1	100	3	9	0	3	0	0	0	4	5	0
9999	1	4	723	18	33	42560	42560	5	5	83.3216	51	716	2	15	7	26	135	536	46	1
9999	1	4	724	18	35	116442	116442	4	4	100	304	3428	9	37	99	159	650	2532	246	4
9999	1	4	725	18	37	42485	21561	4	3	100	77	298	0	2	0	75	42	242	14	0
9999	1	4	726	18	39	204759	91996	5	4	100	845	3677	19	52	121	653	733	2643	301	12
9999	1	4	727	18	41	23211	0	3	1	100	4	5	0	3	0	1	0	5	0	0
9999	1	4	728	18	43	77039	73761	5	4	83.3679	101	2137	1	12	42	47	339	1562	236	1
9999	1	4	729	18	45	16424	0	4	1	100	2	4	0	1	0	1	0	4	0	0
9999	1	4	730	18	47	21107	22787	2	3	100	9	181	1	0	1	7	72	98	11	1
9999	1	4	731	18	49	20174	14138	3	2	75	11	130	0	4	0	8	57	56	17	0
9999	1	4	732	18	51	33750	22696	4	2	100	18	163	0	3	0	15	25	111	27	1
9999	1	4	733	18	53	67455	67455	5	5	100	169	1587	2	19	42	106	303	1204	80	3
9999	1	4	734	18	55	32231	27750	5	3	100	12	439	0	5	1	6	68	335	36	2
9999	1	4	735	18	57	316143	219905	6	4	100	75	2162	1	20	22	32	127	1938	96	3
9999	1	4	736	18	59	75588	72838	4	4	94.4585	113	875	3	11	10	88	148	644	82	3
9999	1	4	737	18	61	39542	0	3	1	100	3	17	0	0	0	3	4	11	2	0
9999	1	4	738	18	63	160447	160447	6	6	92.0227	231	2142	2	6	31	192	220	1775	147	3
9999	1	4	739	18	65	48784	0	3	1	100	2	8	0	0	0	2	1	6	1	0
9999	1	4	740	18	67	82350	81251	4	3	100	519	2046	6	36	92	385	587	1350	109	5
9999	1	4	741	18	69	36458	18197	4	2	100	6	106	0	1	0	5	26	71	9	0
9999	1	4	742	18	71	44282	44282	4	4	100	105	1183	3	11	11	80	176	926	81	2
9999	1	4	743	18	73	33392	0	3	1	100	5	10	0	0	0	5	0	7	3	0
9999	1	4	744	18	75	21207	18871	4	3	100	19	142	0	6	0	13	8	122	12	0
9999	1	4	745	18	77	32348	0	3	1	100	8	13	0	1	0	7	5	7	1	0
9999	1	4	746	18	79	27725	27725	3	3	100	56	537	0	6	1	49	191	332	14	0
9999	1	4	747	18	81	151750	149927	8	7	97.1356	468	4264	3	5	46	414	434	3593	236	3
9999	1	4	748	18	83	37757	34869	4	3	100	38	1024	2	3	11	22	192	766	66	3
9999	1	4	749	18	85	78228	73755	4	4	100	138	1033	1	10	9	118	222	766	45	4
9999	1	4	750	18	87	39067	39067	2	2	100	43	153	2	6	3	32	45	87	21	3
9999	1	4	751	18	89	485248	454581	20	18	98.3294	1550	13931	67	119	594	770	2346	10294	1291	66
9999	1	4	752	18	91	110541	107359	9	7	95.1763	325	2862	2	34	77	211	615	2055	191	13
9999	1	4	753	18	93	45276	41042	4	3	100	146	578	1	10	2	133	92	430	56	6
9999	1	4	754	18	95	129083	126593	6	5	100	307	3071	7	101	101	98	667	2172	232	25
9999	1	4	755	18	97	941325	944075	11	10	98.2993	12033	43564	152	707	4032	7143	10442	27792	5330	255
9999	1	4	756	18	99	46730	14598	5	3	100	24	282	0	3	7	14	29	231	22	1
9999	1	4	757	18	101	10177	0	3	1	100	3	10	0	0	0	3	2	7	1	0
9999	1	4	758	18	103	35604	35604	3	3	100	46	669	0	7	5	34	149	497	23	0
9999	1	4	759	18	105	145664	145664	5	5	96.8944	484	3951	2	70	80	332	769	2939	243	19
9999	1	4	760	18	107	38176	16047	3	2	100	52	426	0	7	5	40	73	336	17	1
9999	1	4	761	18	109	69599	9675	4	2	100	19	309	0	3	8	8	32	241	36	0
9999	1	4	762	18	111	13933	13933	2	2	83.3333	4	109	1	1	0	1	36	70	2	0
9999	1	4	763	18	113	47686	47686	5	5	98.7832	103	552	0	9	1	93	145	374	33	3
9999	1	4	764	18	115	5892	0	2	1	100	1	1	0	1	0	0	1	0	0	0
9999	1	4	765	18	117	19525	0	2	1	100	14	11	1	9	0	4	2	9	0	0
9999	1	4	766	18	119	20690	0	2	1	100	7	10	2	1	0	3	2	8	0	0
9999	1	4	767	18	121	16791	0	2	1	100	0	2	0	0	0	0	0	2	0	0
9999	1	4	768	18	123	19293	7253	4	2	100	5	179	1	1	0	3	29	133	17	2
9999	1	4	769	18	125	12518	10178	3	2	25	23	92	0	1	0	22	10	81	1	0
9999	1	4	770	18	127	167974	160570	9	6	70.8697	142	1853	0	17	21	104	292	1485	76	2
9999	1	4	771	18	129	25391	18868	3	2	100	76	209	0	2	3	71	64	126	19	1
9999	1	4	772	18	131	12771	0	2	1	100	0	1	0	0	0	0	0	1	0	0
9999	1	4	773	18	133	37443	0	4	1	100	6	12	2	2	0	2	3	7	2	0
9999	1	4	774	18	135	24923	8152	5	3	100	15	234	0	0	0	15	46	179	9	0
9999	1	4	775	18	137	30295	4948	3	2	100	20	122	0	4	0	16	24	85	13	0
9999	1	4	776	18	139	16502	6028	3	2	75	21	227	0	4	15	3	33	187	7	0
9999	1	4	777	18	141	268213	267585	8	6	99.5953	1356	8902	16	136	486	719	1910	6123	869	56
9999	1	4	778	18	143	23610	19478	4	3	94.5139	28	424	1	1	6	20	91	317	16	1
9999	1	4	779	18	145	44322	44418	3	4	100	254	922	1	11	9	233	173	685	64	0
9999	1	4	780	18	147	20639	0	2	1	100	3	12	0	0	0	3	1	11	0	0
9999	1	4	781	18	149	22832	1733	4	2	25	6	40	0	0	4	2	16	14	9	0
9999	1	4	782	18	151	34348	25695	3	2	100	26	443	3	8	1	14	124	290	29	0
9999	1	4	783	18	153	20790	16652	3	2	100	18	182	1	5	2	10	45	109	28	0
9999	1	4	784	18	155	10482	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	4	785	18	157	188102	185801	7	5	100	479	4321	2	58	127	292	881	3189	251	16
9999	1	4	786	18	159	15111	15117	3	4	83.4474	21	178	0	1	1	18	65	98	14	1
9999	1	4	787	18	161	7099	0	2	1	100	2	3	0	0	0	2	2	1	0	0
9999	1	4	788	18	163	181906	181906	3	3	100	818	6519	8	84	219	507	1124	4980	415	54
9999	1	4	789	18	165	15572	4799	3	2	100	15	162	0	0	0	15	16	142	4	0
9999	1	4	790	18	167	107672	105459	5	4	100	213	4156	5	38	107	63	908	2786	462	85
9999	1	4	791	18	169	31931	21604	4	3	86.241	11	233	1	3	0	7	39	186	8	0
9999	1	4	792	18	171	8206	0	2	1	100	3	3	1	1	0	1	1	2	0	1
9999	1	4	793	18	173	62186	62186	3	3	84.1595	156	823	2	11	6	138	139	649	35	4
9999	1	4	794	18	175	27679	0	3	1	100	6	3	2	1	0	3	0	3	0	0
9999	1	4	795	18	177	66490	29040	5	3	100	20	291	1	6	1	12	106	173	12	0
9999	1	4	796	18	179	27964	27964	3	3	100	6	531	0	0	1	5	84	432	14	0
9999	1	4	797	18	181	24166	24166	3	3	100	22	81	0	1	2	19	8	70	3	0
9999	1	4	798	18	183	33349	10608	4	3	100	14	169	0	6	0	8	15	143	11	2
9999	1	4	799	19	1	7133	7133	1	1	100	10	46	0	4	0	6	18	19	9	2
9999	1	4	800	19	3	3746	3746	1	1	100	0	33	0	0	0	0	7	24	2	0
9999	1	4	801	19	5	13773	13773	2	2	100	11	108	0	1	0	10	23	77	8	1
9999	1	4	802	19	7	12444	12444	2	2	100	27	360	0	2	0	25	178	164	18	3
9999	1	4	803	19	9	5699	5699	2	2	100	4	55	0	0	1	3	4	50	1	0
9999	1	4	804	19	11	25539	25539	3	3	78.6399	29	138	0	3	1	25	48	82	8	0
9999	1	4	805	19	13	133706	133706	5	5	100	622	3164	4	87	71	460	839	2133	192	28
9999	1	4	806	19	15	26675	26675	3	3	100	65	215	0	1	2	62	71	131	13	3
9999	1	4	807	19	17	24771	24771	2	2	100	125	160	0	6	1	118	40	115	5	0
9999	1	4	808	19	19	21050	21050	2	2	100	18	214	0	6	2	10	75	122	17	4
9999	1	4	809	19	21	20496	20496	2	2	100	67	342	0	11	0	56	114	220	8	2
9999	1	4	810	19	23	14894	14894	1	1	100	2	4	0	1	0	1	1	3	0	0
9999	1	4	811	19	25	9734	9734	1	1	100	5	78	0	0	0	5	35	34	9	0
9999	1	4	812	19	27	20401	20401	2	2	100	8	245	0	0	0	8	68	166	11	0
9999	1	4	813	19	29	13307	13307	2	2	91.507	34	146	0	6	1	27	24	106	16	1
9999	1	4	814	19	31	18371	18281	3	4	100	23	85	0	4	0	19	20	59	6	0
9999	1	4	815	19	33	42734	42734	3	3	100	65	1411	3	3	6	53	360	1019	32	2
9999	1	4	816	19	35	11452	11452	2	2	100	24	91	0	1	1	22	22	67	2	1
9999	1	4	817	19	37	12013	12013	2	2	100	18	57	0	5	0	13	19	33	5	0
9999	1	4	818	19	39	9235	9235	2	2	100	14	158	0	1	0	13	31	102	25	2
9999	1	4	819	19	41	16456	16456	2	2	100	22	270	0	10	1	11	60	203	7	1
9999	1	4	820	19	43	17531	17531	1	1	100	7	40	0	1	0	6	14	24	2	0
9999	1	4	821	19	45	47428	47430	4	5	100	263	1444	0	22	28	213	395	966	83	3
9999	1	4	822	19	47	17054	17054	2	2	87.7815	10	65	0	0	1	9	9	53	2	0
9999	1	4	823	19	49	52490	83000	4	7	93.9199	163	1178	4	18	10	131	297	811	70	11
9999	1	4	824	19	51	8755	8755	2	2	53.2153	4	14	0	0	0	4	5	8	1	0
9999	1	4	825	19	53	8168	8168	2	2	48.7594	12	28	3	0	0	9	6	18	4	1
9999	1	4	826	19	55	17056	17303	2	3	100	24	185	1	1	1	21	61	117	7	0
9999	1	4	827	19	57	39952	39952	3	3	100	230	1575	5	14	34	177	393	1087	95	15
9999	1	4	828	19	59	17174	17174	3	3	95.7373	33	183	0	7	4	22	33	140	10	2
9999	1	4	829	19	61	97872	97625	3	3	100	237	2088	2	58	28	149	485	1510	93	12
9999	1	4	830	19	63	9655	9655	2	2	100	38	134	0	2	1	35	50	77	7	0
9999	1	4	831	19	65	20107	20107	3	3	88.0937	42	204	0	6	2	34	48	141	15	0
9999	1	4	832	19	67	15868	15868	2	2	100	27	171	0	12	0	15	38	124	9	0
9999	1	4	833	19	69	10202	10202	2	2	41.7173	13	53	0	3	1	9	19	27	7	0
9999	1	4	834	19	71	6795	6795	1	1	100	27	64	0	4	0	23	31	26	7	1
9999	1	4	835	19	73	8950	8950	2	2	59.9944	6	142	0	0	1	5	41	98	3	2
9999	1	4	836	19	75	12411	12411	2	2	100	10	72	0	0	0	10	22	48	2	1
9999	1	4	837	19	77	10606	10606	1	1	100	0	35	0	0	0	0	10	23	2	0
9999	1	4	838	19	79	15078	15078	2	2	87.8797	27	153	0	3	0	24	28	113	11	0
9999	1	4	839	19	81	10572	10892	2	3	78.6265	23	80	0	5	0	18	54	22	4	0
9999	1	4	840	19	83	17306	17306	3	3	84.4216	21	277	0	2	2	17	79	173	24	1
9999	1	4	841	19	85	14114	14114	2	2	100	6	110	0	0	0	6	25	74	11	3
9999	1	4	842	19	87	19887	19887	2	2	100	31	292	0	4	0	27	107	162	23	3
9999	1	4	843	19	89	9365	9365	2	2	100	3	97	0	2	0	1	33	57	7	0
9999	1	4	844	19	91	9492	9492	2	2	100	3	79	0	0	0	3	23	49	7	0
9999	1	4	845	19	93	7009	7009	1	1	100	11	35	0	3	0	8	12	19	4	0
9999	1	4	846	19	95	16388	16388	3	3	100	18	90	0	0	1	17	27	55	8	1
9999	1	4	847	19	97	19340	19338	2	2	100	20	180	1	5	2	12	73	102	5	1
9999	1	4	848	19	99	36771	36771	4	4	96.759	95	723	1	14	5	75	245	432	46	6
9999	1	4	849	19	101	17677	17677	2	2	100	19	375	1	3	0	15	126	223	26	3
9999	1	4	850	19	103	146665	146764	5	6	100	422	2770	0	113	70	239	483	2163	124	8
9999	1	4	851	19	105	20392	20392	3	3	45.5375	57	242	0	4	3	50	65	157	20	1
9999	1	4	852	19	107	10081	10081	2	2	100	13	56	0	1	0	12	32	22	2	1
9999	1	4	853	19	109	15070	15070	2	2	100	24	70	0	4	0	20	20	42	8	0
9999	1	4	854	19	111	34886	34886	4	3	100	161	1054	2	8	11	140	253	714	87	6
9999	1	4	855	19	113	221256	221256	6	6	99.7501	507	6596	5	97	112	293	1714	4439	443	28
9999	1	4	856	19	115	11133	11133	1	1	100	23	77	0	5	0	18	32	35	10	2
9999	1	4	857	19	117	8627	8627	2	2	100	17	188	0	0	1	16	61	115	12	2
9999	1	4	858	19	119	11763	11763	1	1	100	14	66	0	3	0	11	25	35	6	0
9999	1	4	859	19	121	15732	15732	2	2	100	17	143	0	1	0	16	44	92	7	0
9999	1	4	860	19	123	22274	22274	3	3	94.2085	64	427	0	10	7	47	122	281	24	2
9999	1	4	861	19	125	33255	26016	3	2	100	71	202	0	24	0	47	64	119	19	2
9999	1	4	862	19	127	40693	40693	3	3	100	197	957	1	17	14	165	243	637	77	16
9999	1	4	863	19	129	14779	14779	2	2	100	48	197	1	2	0	45	89	88	20	0
9999	1	4	864	19	131	10820	10820	2	2	100	12	63	0	0	0	12	17	42	4	0
9999	1	4	865	19	133	8915	8915	2	2	32.0695	21	109	0	5	0	16	39	63	6	1
9999	1	4	866	19	135	7959	7959	2	2	100	9	99	0	3	0	6	45	44	10	0
9999	1	4	867	19	137	10127	5424	2	1	100	23	175	0	5	1	17	54	104	17	3
9999	1	4	868	19	139	42965	42999	4	5	100	195	662	0	23	7	165	163	451	48	17
9999	1	4	869	19	141	14053	13881	2	2	100	26	105	0	4	0	22	28	70	7	0
9999	1	4	870	19	143	6087	6087	1	1	100	7	58	0	2	1	4	18	37	3	1
9999	1	4	871	19	145	15422	15422	3	3	100	41	266	0	5	0	36	76	168	22	4
9999	1	4	872	19	147	9068	9068	2	2	100	21	71	0	6	0	15	28	40	3	0
9999	1	4	873	19	149	24721	24727	2	3	100	18	252	1	4	0	13	68	157	27	4
9999	1	4	874	19	151	6945	6945	1	1	100	9	56	0	1	0	8	14	37	5	2
9999	1	4	875	19	153	505107	474404	11	12	99.4437	2002	13560	21	226	371	1384	2943	9301	1316	71
9999	1	4	876	19	155	93585	93585	3	3	100	240	4252	4	40	61	135	496	3261	495	20
9999	1	4	877	19	157	18451	18451	2	2	70.5219	88	274	0	11	1	76	90	175	8	1
9999	1	4	878	19	159	5049	5049	1	1	100	2	31	0	1	0	1	21	10	0	1
9999	1	4	879	19	161	9940	7811	2	1	100	3	32	0	1	0	2	16	14	2	0
9999	1	4	880	19	163	173204	172845	10	9	99.4579	895	5852	7	111	162	614	1398	3994	459	17
9999	1	4	881	19	165	11862	11862	2	2	56.1668	2	18	0	0	0	2	3	15	0	0
9999	1	4	882	19	167	34956	35128	5	6	100	15	153	0	0	1	14	64	88	1	1
9999	1	4	883	19	169	97202	90366	5	4	100	142	1517	1	51	16	74	235	1203	79	3
9999	1	4	884	19	171	17233	17233	3	3	100	51	189	0	3	1	47	89	80	20	2
9999	1	4	885	19	173	6173	6173	1	1	100	3	25	0	1	0	2	5	15	5	0
9999	1	4	886	19	175	12439	12439	2	2	100	33	206	0	0	2	31	27	164	15	0
9999	1	4	887	19	177	7291	7291	1	1	100	7	30	0	0	0	7	11	16	3	0
9999	1	4	888	19	179	35024	35024	2	2	100	126	1221	2	20	8	96	287	825	109	12
9999	1	4	889	19	181	48828	49021	4	6	100	180	694	1	29	6	144	150	504	40	7
9999	1	4	890	19	183	22324	22324	2	2	100	77	163	0	16	1	60	45	109	9	1
9999	1	4	891	19	185	6372	6372	1	1	100	6	58	0	1	0	5	31	21	6	0
9999	1	4	892	19	187	36854	36854	2	2	100	163	1105	2	20	24	117	136	910	59	8
9999	1	4	893	19	189	10867	10547	2	2	67.4173	7	32	0	2	0	5	13	18	1	0
9999	1	4	894	19	191	20607	20607	2	2	100	16	110	1	3	0	12	6	96	8	0
9999	1	4	895	19	193	102711	102705	3	3	100	404	3514	1	41	59	303	670	2503	341	14
9999	1	4	896	19	195	7554	7554	1	1	100	3	22	0	0	0	3	7	15	0	0
9999	1	4	897	19	197	12670	12670	4	4	100	10	98	0	3	0	7	40	50	8	2
9999	1	4	898	20	1	12527	10153	5	3	100	49	326	1	9	1	38	62	249	15	2
9999	1	4	899	20	3	7712	7309	3	2	100	12	99	0	3	1	8	28	67	4	1
9999	1	4	900	20	5	16220	16220	2	2	100	47	423	0	15	7	25	77	325	21	3
9999	1	4	901	20	7	4794	3785	3	2	100	9	37	0	0	1	8	11	24	2	1
9999	1	4	902	20	9	26846	26846	5	5	79.2818	76	655	0	20	4	51	147	478	30	3
9999	1	4	903	20	11	14550	14550	3	3	100	68	416	0	11	6	51	117	260	39	3
9999	1	4	904	20	13	9677	9684	3	4	100	18	199	0	2	0	16	32	154	13	1
9999	1	4	905	20	15	66554	65854	10	8	100	117	1409	1	25	15	76	342	960	107	10
9999	1	4	906	20	17	2643	2643	1	1	83.3333	4	10	0	0	0	4	1	6	2	0
9999	1	4	907	20	19	3337	2311	3	2	77.2826	2	36	0	0	0	1	10	25	2	0
9999	1	4	908	20	21	20227	19587	5	4	100	64	399	0	4	5	55	123	242	34	7
9999	1	4	909	20	23	2657	2657	2	2	95.7439	4	26	0	0	0	4	5	17	3	0
9999	1	4	910	20	25	2065	2065	1	1	91.6667	2	11	0	0	0	2	4	7	0	0
9999	1	4	911	20	27	8265	8265	3	3	97.0569	12	95	0	2	1	9	28	61	5	0
9999	1	4	912	20	29	9110	9110	2	2	100	31	194	0	15	0	16	42	135	17	2
9999	1	4	913	20	31	8299	7740	5	4	91.9778	13	105	0	1	0	11	24	74	7	1
9999	1	4	914	20	33	1825	528	3	1	0	1	7	0	0	0	1	2	4	1	0
9999	1	4	915	20	35	35497	34495	6	4	100	127	1068	0	23	4	100	216	777	75	5
9999	1	4	916	20	37	39017	38707	9	8	98.907	128	1345	1	34	8	84	259	996	91	14
9999	1	4	917	20	39	2914	1758	2	1	91.6667	3	16	0	1	0	2	3	12	1	0
9999	1	4	918	20	41	19107	19107	4	4	96.4097	31	325	1	8	3	19	79	219	27	3
9999	1	4	919	20	43	7726	7726	5	5	93.6319	5	90	0	1	0	4	34	46	10	0
9999	1	4	920	20	45	118832	0	5	1	100	5	216	0	3	1	1	27	184	5	0
9999	1	4	921	20	47	2936	2506	2	1	100	2	20	0	0	1	1	5	15	0	0
9999	1	4	922	20	49	2541	2541	2	2	62.6722	4	16	0	2	0	2	2	9	6	0
9999	1	4	923	20	51	28994	28994	5	5	99.6468	94	697	1	9	2	82	235	430	32	3
9999	1	4	924	20	53	6276	5091	5	3	100	5	59	0	2	0	3	19	34	6	0
9999	1	4	925	20	55	36953	36953	4	4	100	180	1019	1	28	16	134	137	844	38	11
9999	1	4	926	20	57	34454	34454	5	5	99.8038	115	951	0	13	9	93	146	750	55	4
9999	1	4	927	20	59	25394	25394	4	4	100	87	527	0	15	8	64	105	378	43	10
9999	1	4	928	20	61	37212	37212	3	3	100	208	607	1	22	11	173	120	458	29	6
9999	1	4	929	20	63	2618	2618	2	2	63.5218	3	36	0	0	0	2	6	27	4	0
9999	1	4	930	20	65	2574	2574	2	2	75	7	8	0	3	0	4	1	7	0	0
9999	1	4	931	20	67	7672	7672	2	2	100	9	77	1	2	0	6	24	50	3	0
9999	1	4	932	20	69	6122	6122	1	1	100	6	58	0	0	0	6	19	32	7	2
9999	1	4	933	20	71	1338	1338	1	1	91.6667	2	9	0	0	0	2	3	2	3	0
9999	1	4	934	20	73	6129	6129	1	1	100	19	78	1	1	0	17	21	54	3	1
9999	1	4	935	20	75	2418	2418	1	1	100	3	5	0	0	0	3	1	2	2	0
9999	1	4	936	20	77	5746	4363	4	3	97.7691	15	128	0	4	0	11	50	74	3	1
9999	1	4	937	20	79	35148	33819	8	6	99.6267	127	793	6	19	3	98	167	593	33	5
9999	1	4	938	20	81	4002	4002	1	1	100	3	26	0	1	0	2	3	20	3	0
9999	1	4	939	20	83	1879	1879	1	1	83.3333	1	7	0	0	0	1	0	4	4	0
9999	1	4	940	20	85	13241	12254	4	2	100	20	169	0	5	0	15	44	109	16	2
9999	1	4	941	20	87	18790	18005	8	7	95.4281	39	257	1	5	0	33	54	172	30	0
9999	1	4	942	20	89	2935	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	1	4	943	20	91	586756	577331	19	18	99.2324	1003	9159	7	216	124	656	1065	7132	962	38
9999	1	4	944	20	93	3928	3928	1	1	83.3333	8	73	0	0	0	8	20	53	0	1
9999	1	4	945	20	95	7616	7147	3	2	100	13	154	0	3	1	9	49	99	6	1
9999	1	4	946	20	97	2551	2551	2	2	100	1	19	0	0	0	1	6	13	0	1
9999	1	4	947	20	99	20549	20549	5	5	95.2358	95	662	1	10	10	74	227	405	30	4
9999	1	4	948	20	101	1648	1648	1	1	91.6667	4	10	0	0	0	4	2	7	1	0
9999	1	4	949	20	103	79452	79458	5	6	99.995	312	1750	3	37	52	220	356	1252	141	19
9999	1	4	950	20	105	3064	3064	1	1	75	1	17	0	0	0	1	9	8	0	0
9999	1	4	951	20	107	9466	8362	5	4	89.2101	10	102	0	2	0	8	34	56	12	1
9999	1	4	952	20	109	2861	2820	2	2	100	5	24	0	2	0	3	6	18	0	1
9999	1	4	953	20	111	33103	33103	4	4	97.3356	70	730	0	15	5	49	119	587	24	18
9999	1	4	954	20	113	28749	25560	8	5	72.3089	34	571	0	10	3	22	109	438	25	2
9999	1	4	955	20	115	11930	10992	7	5	98.2859	8	122	0	2	1	5	42	69	11	2
9999	1	4	956	20	117	9850	9850	5	5	91.1658	17	115	0	6	0	11	17	83	15	0
9999	1	4	957	20	119	4257	1605	2	1	100	2	18	0	0	0	2	1	17	0	0
9999	1	4	958	20	121	29778	32317	4	5	94.1076	77	563	0	15	8	54	166	357	40	6
9999	1	4	959	20	123	6236	5783	3	2	100	4	71	0	0	0	4	21	45	5	0
9999	1	4	960	20	125	32742	32742	5	5	92.7489	163	1303	1	13	18	131	338	897	69	17
9999	1	4	961	20	127	5563	5563	2	2	100	4	79	0	1	0	3	28	45	6	0
9999	1	4	962	20	129	2947	2947	2	2	100	13	49	0	3	0	10	14	30	5	0
9999	1	4	963	20	131	10191	10184	3	3	96.6598	12	103	0	0	1	11	28	67	8	2
9999	1	4	964	20	133	16230	16230	3	3	99.4367	45	301	1	5	3	36	67	221	13	5
9999	1	4	965	20	135	2969	2969	1	1	100	2	33	0	1	0	1	8	17	8	0
9999	1	4	966	20	137	5500	5500	2	2	100	4	40	0	2	0	2	10	23	7	0
9999	1	4	967	20	139	15677	14111	8	6	93.2872	26	173	0	4	0	23	52	116	5	2
9999	1	4	968	20	141	3634	3634	2	2	100	5	64	0	2	0	3	26	29	9	0
9999	1	4	969	20	143	5919	5919	3	3	100	2	101	0	1	0	1	29	68	4	0
9999	1	4	970	20	145	6776	6776	2	2	100	20	124	0	3	1	16	53	64	7	5
9999	1	4	971	20	147	5361	5361	1	1	100	11	20	0	0	0	11	9	11	0	1
9999	1	4	972	20	149	23504	23504	6	6	96.1921	58	296	0	3	2	52	67	207	22	6
9999	1	4	973	20	151	9649	9649	3	3	100	19	398	0	1	1	17	128	253	17	2
9999	1	4	974	20	153	2494	2494	2	2	100	5	40	0	2	0	3	3	35	2	0
9999	1	4	975	20	155	63213	63213	5	5	99.474	218	2308	2	38	24	154	567	1591	149	12
9999	1	4	976	20	157	4657	4657	2	2	93.2217	6	48	0	2	0	3	11	35	2	2
9999	1	4	977	20	159	9899	9176	7	5	54.2675	22	186	0	2	1	19	45	129	13	1
9999	1	4	978	20	161	75609	75609	2	2	100	208	1314	1	52	20	135	171	1074	68	9
9999	1	4	979	20	163	5146	5146	3	3	97.8608	1	13	0	1	0	0	6	7	0	0
9999	1	4	980	20	165	3078	3078	1	1	100	4	74	0	1	0	3	31	40	3	1
9999	1	4	981	20	167	7011	7011	2	2	100	26	114	0	3	0	23	39	66	9	0
9999	1	4	982	20	169	55379	55379	4	4	100	232	1974	3	41	32	156	335	1492	147	28
9999	1	4	983	20	171	4941	4941	2	2	100	13	47	0	2	1	10	6	37	4	0
9999	1	4	984	20	173	512127	511339	22	22	99.7821	4312	22983	36	357	664	3255	3790	16867	2326	148
9999	1	4	985	20	175	23064	23064	2	2	100	52	340	3	12	6	31	85	244	10	3
9999	1	4	986	20	177	177853	177853	16	15	99.9469	820	8259	20	65	252	483	1324	6015	920	72
9999	1	4	987	20	179	2492	2492	2	2	39.7271	4	37	0	1	0	3	10	24	3	0
9999	1	4	988	20	181	5946	5946	2	2	100	11	83	0	4	1	6	18	64	1	0
9999	1	4	989	20	183	3655	3655	2	2	56.0876	6	57	0	1	0	5	13	41	4	0
9999	1	4	990	20	185	4178	4178	4	4	81.3707	9	44	1	0	0	8	11	27	6	0
9999	1	4	991	20	187	2028	2028	1	1	58.3333	0	0	0	0	0	0	0	0	0	0
9999	1	4	992	20	189	5788	3974	2	1	100	5	17	0	0	0	5	3	14	0	1
9999	1	4	993	20	191	22319	23301	8	9	88.5252	42	616	0	7	2	33	99	461	57	4
9999	1	4	994	20	193	7814	7855	2	3	100	6	139	0	1	0	5	29	96	14	1
